ID	Mass	Radius	e	a	Torb	Incl	
2198a	1.21	1.07	0.029	0.013	0.29	-61.08	
2198b	2.11	1.38	0.051	0.014	0.34	-60.80	
2199a	2.56	1.70	0.014	0.986	200.81	-15.39	
2200a	3.06	1.68	0.172	0.025	0.72	26.57	
2200b	1.57	1.18	0.021	1.973	500.73	-0.89	
2200c	2.86	1.73	0.041	0.042	1.56	76.77	
2201a	1.46	1.12	0.021	1.812	502.70	-78.40	
2202a	2.47	1.34	0.530	2.745	971.65	5.74	
2203a	1.64	1.17	0.033	1.983	569.88	-11.34	
2204a	2.51	1.49	0.113	0.913	161.56	32.98	
2205a	1.93	1.20	0.393	0.014	0.37	53.65	
2206a	1.01	0.97	0.049	0.890	171.39	67.02	
2206b	2.94	1.69	0.900	2.851	982.09	44.36	
2206c	1.63	1.16	0.018	0.072	3.97	6.42	
2206d	0.68	0.89	0.558	0.710	122.11	22.29	
2207a	0.78	0.97	0.023	2.784	943.29	33.02	
2208a	1.97	1.25	0.731	1.728	405.99	79.58	
2209a	0.24	0.66	0.044	0.033	1.34	83.49	
2210a	2.90	1.49	0.247	1.311	241.49	-5.81	
2211a	1.79	1.20	0.095	0.569	94.40	-29.52	
2211b	0.92	1.00	0.027	1.659	469.37	-38.20	
2211c	0.20	0.66	0.492	2.533	885.39	89.76	
2211d	2.48	1.50	0.039	0.779	151.01	82.52	
2211e	0.65	0.85	0.224	2.877	1072.05	88.47	
2212a	2.17	1.38	0.177	2.955	980.58	41.59	
2212b	2.44	1.21	0.606	0.564	81.77	26.51	
2212c	0.67	0.88	0.019	0.040	1.54	-74.43	
2212d	1.17	1.02	0.046	0.650	101.18	22.62	
2213a	1.97	1.19	0.013	2.711	915.39	22.91	
2214a	2.41	1.28	0.210	0.992	201.60	74.75	
2214b	2.60	1.69	0.623	1.563	398.63	-33.99	
2214c	1.64	1.13	0.026	2.783	947.52	1.92	
2215a	2.57	1.33	0.055	2.437	662.71	71.32	
2216a	1.25	1.04	0.711	0.962	194.38	-48.37	
2216b	2.62	1.34	0.039	0.016	0.43	79.55	
2217a	0.78	0.92	0.100	2.916	840.72	-27.72	
2218a	2.60	1.70	0.052	1.983	541.49	53.29	
2219a	1.15	1.05	0.076	1.079	239.36	-75.80	
2219b	1.55	1.16	0.076	0.774	145.43	-33.70	
2219c	0.33	0.72	0.056	2.463	826.02	43.55	
2220a	2.74	1.72	0.899	0.020	0.59	-89.11	
2221a	1.13	1.05	0.095	1.879	518.18	-49.44	
2222a	2.04	1.27	0.313	0.018	0.49	-42.53	
2222b	2.90	1.72	0.329	0.054	2.63	89.54	
2223a	0.58	0.83	0.013	0.025	0.74	-6.50	
2224a	2.41	1.37	0.111	0.059	2.73	15.35	
2224b	1.70	1.18	0.021	0.983	183.53	-15.70	
2224c	1.07	1.06	0.555	2.844	902.54	-88.32	
2225a	2.99	1.69	0.736	2.690	830.41	-79.33	
2226a	1.60	1.13	0.266	0.272	28.06	-42.33	
2226b	2.32	1.40	0.013	0.092	5.51	-80.42	
2226c	2.27	1.51	0.043	2.830	943.84	-64.31	
2227a	1.47	1.11	0.097	0.033	1.27	67.32	
2228a	1.57	1.14	0.024	0.013	0.32	-30.01	
2229a	2.54	1.67	0.012	0.038	1.54	-33.42	
2230a	0.33	0.76	0.028	0.101	6.55	-49.19	
2231a	0.43	0.77	0.977	0.008	0.14	-41.49	
2232a	0.91	0.98	0.742	1.777	455.29	16.89	
2233a	2.40	1.61	0.028	0.016	0.46	-63.42	
2234a	1.32	1.11	0.066	0.011	0.25	61.27	
2235a	0.56	0.85	0.583	0.429	72.85	-55.18	
2235b	0.23	0.68	0.132	2.657	1124.42	-1.88	
2236a	0.75	0.94	0.023	2.053	682.09	25.43	
2236b	0.87	0.93	0.063	0.384	55.09	5.69	
2237a	1.81	1.15	0.052	0.030	1.08	-75.54	
2238a	1.86	1.15	0.065	2.072	709.59	-12.01	
2239a	0.38	0.77	0.236	0.878	202.74	-23.59	
2239b	1.29	1.05	0.073	0.013	0.37	-29.91	
2239c	0.59	0.89	0.502	1.430	421.06	62.95	
2239d	0.48	0.80	0.586	0.010	0.25	-39.40	
2240a	1.10	1.00	0.192	1.413	389.52	23.37	
2241a	2.31	1.47	0.739	0.015	0.40	-29.41	
2241b	2.89	1.60	0.839	0.892	187.10	67.10	
2242a	1.28	1.07	0.110	0.182	15.87	15.67	
2243a	1.04	0.99	0.146	0.881	191.82	-80.62	
2244a	1.82	1.15	0.575	2.186	656.29	70.49	
2245a	1.09	1.04	0.174	2.573	891.73	-19.06	
2246a	0.89	0.95	0.561	2.118	680.92	7.51	
2247a	0.17	0.59	0.173	1.688	421.25	0.08	
2248a	1.54	1.16	0.178	0.779	152.30	-26.81	
2248b	0.26	0.70	0.689	0.225	23.68	-41.27	
2249a	1.57	1.11	0.265	0.015	0.37	77.21	
2250a	1.68	1.19	0.065	2.897	1031.66	40.36	
2251a	2.93	1.34	0.271	0.017	0.47	-87.22	
2252a	1.25	1.07	0.267	0.017	0.47	-61.91	
2252b	0.47	0.82	0.077	2.274	753.43	-14.53	
2253a	1.47	1.11	0.021	0.094	7.64	35.09	
2254a	1.83	1.22	0.098	2.797	1084.58	-55.52	
2255a	1.49	1.10	0.054	0.060	4.29	-9.31	
2256a	2.20	1.42	0.036	1.292	302.46	-64.13	
2257a	2.36	1.49	0.013	1.132	255.87	73.49	
2258a	2.63	1.62	0.080	2.666	961.71	-89.37	
2259a	0.96	0.97	0.392	0.010	0.21	-42.93	
2260a	1.65	1.14	0.451	0.361	43.07	-88.56	
2260b	1.59	1.11	0.034	2.394	734.91	-11.23	
2260c	0.87	0.99	0.016	0.264	26.94	1.50	
2260d	1.75	1.21	0.192	0.541	78.95	88.22	
2261a	1.52	1.12	0.416	0.020	0.55	-31.47	
2262a	2.44	1.17	0.163	2.954	1006.62	-60.39	
2262b	2.75	1.63	0.020	2.945	1002.16	-72.99	
2263a	1.18	1.03	0.053	0.281	34.24	69.41	
2263b	0.63	0.87	0.087	0.060	3.41	-79.92	
2263c	1.52	1.13	0.078	0.459	71.63	-40.67	
2263d	0.68	0.93	0.124	0.889	193.11	-85.57	
2264a	2.58	1.34	0.347	0.147	12.13	23.63	
2265a	1.94	1.16	0.488	0.011	0.25	39.59	
2265b	0.77	0.91	0.416	0.026	0.86	-2.75	
2265c	2.16	1.14	0.270	2.679	922.27	-77.29	
2266a	1.53	1.10	0.280	0.137	11.06	-38.56	
2267a	2.43	1.27	0.012	2.649	843.42	6.15	
2267b	1.08	1.03	0.892	0.055	2.51	37.68	
2268a	2.02	1.27	0.036	0.256	27.56	-60.38	
2269a	0.92	0.99	0.088	1.121	278.91	-49.55	
2270a	2.10	1.34	0.599	0.030	1.08	79.20	
2271a	1.23	1.10	0.026	0.045	2.03	52.59	
2272a	1.78	1.20	0.248	0.021	0.69	41.73	
2273a	2.07	1.03	0.028	1.035	205.87	81.85	
2274a	1.20	1.03	0.075	0.010	0.28	-34.46	
2274b	0.42	0.80	0.011	0.330	53.67	-43.43	
2275a	2.26	1.17	0.042	0.314	38.25	-22.55	
2275b	0.85	0.92	0.319	0.011	0.24	64.27	
2275c	2.30	1.44	0.145	0.058	3.02	-18.51	
2275d	2.27	1.45	0.123	2.084	653.68	-17.91	
2276a	0.12	0.53	0.057	0.724	145.64	-53.19	
2277a	1.84	1.16	0.017	0.379	48.73	-87.95	
2278a	1.43	1.07	0.039	0.911	195.45	72.37	
2279a	0.53	0.86	0.466	1.954	546.64	23.57	
2280a	1.14	1.01	0.336	0.010	0.22	-78.38	
2280b	3.00	1.89	0.068	0.254	27.52	42.61	
2280c	0.93	0.97	0.360	0.038	1.60	13.99	
2280d	2.57	1.36	0.175	1.219	289.17	-64.13	
2281a	2.20	1.16	0.122	0.239	24.76	-16.69	
2282a	2.75	1.59	0.359	0.070	4.25	-47.68	
2282b	1.24	1.09	0.019	1.203	302.20	-68.37	
2282c	1.14	1.07	0.153	1.780	543.58	-83.53	
2282d	1.77	1.16	0.026	0.639	116.99	80.13	
2283a	2.64	1.40	0.038	0.516	65.45	76.46	
2284a	0.99	1.03	0.022	0.011	0.25	82.52	
2285a	0.37	0.75	0.174	0.033	1.30	-77.36	
2286a	2.64	1.26	0.141	1.324	330.90	10.09	
2287a	0.68	0.87	0.848	1.991	533.12	-54.64	
2288a	2.92	1.47	0.027	0.756	137.57	15.14	
2289a	1.46	1.12	0.624	0.198	24.92	71.06	
2289b	0.62	0.86	0.477	1.900	741.22	-70.02	
2289c	1.11	1.02	0.020	0.086	7.15	-58.91	
2290a	1.48	1.12	0.034	2.380	811.32	-85.88	
2291a	0.39	0.75	0.012	0.953	214.27	-11.33	
2292a	1.19	1.02	0.022	1.107	243.70	29.29	
2293a	1.51	1.09	0.718	0.108	8.18	-72.31	
2293b	0.39	0.76	0.096	2.784	1070.24	-39.72	
2294a	0.50	0.83	0.012	2.947	1084.92	-77.24	
2295a	1.59	1.17	0.573	0.147	12.02	60.03	
2296a	0.14	0.57	0.714	0.008	0.16	64.93	
2297a	2.84	1.43	0.024	0.032	1.28	57.00	
2298a	0.82	0.94	0.018	0.119	9.23	23.27	
2299a	0.27	0.71	0.129	2.837	994.79	-18.79	
2299b	0.86	0.99	0.016	2.231	693.49	-53.17	
2299c	1.00	1.04	0.228	0.011	0.23	-32.20	
2299d	2.13	1.28	0.100	2.930	1043.86	24.66	
2299e	1.27	1.06	0.251	0.037	1.47	-11.61	
2300a	1.88	1.16	0.523	0.061	2.95	-21.26	
2300b	0.43	0.77	0.093	0.027	0.86	-77.88	
2301a	1.05	0.99	0.036	2.705	899.00	48.12	
2302a	2.35	1.57	0.866	0.030	1.19	-76.71	
2302b	2.19	1.18	0.019	0.042	1.92	69.83	
2302c	1.03	1.00	0.551	0.075	4.63	-60.78	
2303a	2.45	1.57	0.015	2.850	1056.97	33.62	
2304a	1.78	1.20	0.516	1.367	303.26	54.24	
2304b	1.06	0.98	0.039	0.195	16.30	-57.14	
2304c	2.60	1.29	0.229	2.945	958.90	34.98	
2305a	0.66	0.87	0.016	0.078	4.49	30.90	
2305b	0.85	0.96	0.047	0.041	1.72	-68.07	
2306a	2.28	1.29	0.067	1.302	314.21	-63.17	
2306b	1.36	1.08	0.088	0.020	0.61	87.84	
2306c	0.24	0.66	0.014	0.007	0.11	-20.19	
2307a	2.31	1.38	0.048	2.528	914.55	50.13	
2308a	2.95	1.74	0.012	0.715	122.64	-46.18	
2309a	0.26	0.70	0.025	0.095	5.91	-87.61	
2310a	0.37	0.75	0.106	2.685	945.00	-70.36	
2311a	1.79	1.22	0.210	0.058	3.01	68.33	
2312a	2.64	1.61	0.188	0.058	3.10	5.32	
2313a	2.70	1.53	0.026	1.588	439.47	-75.50	
2314a	2.43	1.52	0.038	1.276	314.84	20.77	
2315a	1.48	1.09	0.013	0.118	8.58	-42.15	
2316a	2.30	1.23	0.131	0.091	5.85	-77.05	
2317a	1.77	1.16	0.023	0.036	1.40	70.71	
2317b	0.63	0.85	0.796	0.010	0.22	-20.49	
2317c	1.15	1.01	0.053	2.331	733.50	-77.79	
2318a	3.07	1.85	0.193	0.020	0.56	1.72	
2318b	1.30	1.05	0.073	1.398	335.47	-65.38	
2318c	1.90	1.23	0.748	2.909	1007.57	-14.80	
2318d	2.00	1.32	0.377	1.667	437.16	-86.49	
2319a	0.46	0.83	0.031	0.018	0.73	-44.16	
2319b	1.67	1.18	0.034	0.016	0.62	-69.97	
2319c	1.59	1.16	0.029	0.050	3.33	-22.83	
2320a	0.84	0.92	0.105	2.913	1463.28	49.31	
2321a	0.55	0.87	0.507	0.017	0.46	-18.06	
2322a	2.43	1.46	0.182	0.104	7.47	9.14	
2322b	2.24	1.35	0.359	0.564	94.57	12.67	
2323a	2.50	1.24	0.025	0.931	200.91	-88.11	
2324a	3.08	1.44	0.021	0.376	51.17	31.06	
2325a	1.64	1.18	0.381	0.662	155.32	-25.44	
2325b	0.41	0.79	0.308	0.098	8.86	88.44	
2326a	0.78	0.92	0.031	0.055	2.88	-67.07	
2327a	1.79	1.13	0.011	2.248	720.00	-6.72	
2328a	1.49	1.11	0.027	1.331	267.51	-60.06	
2328b	0.89	0.96	0.046	0.829	131.54	-40.41	
2328c	2.79	1.46	0.266	0.036	1.19	67.58	
2329a	0.73	0.88	0.785	0.010	0.22	-8.08	
2330a	3.01	1.55	0.206	0.136	9.56	31.51	
2331a	0.44	0.78	0.030	1.717	531.99	-65.47	
2331b	1.74	1.21	0.741	0.771	159.90	-64.36	
2331c	1.54	1.11	0.100	0.011	0.27	-53.23	
2331d	1.91	1.18	0.074	1.779	561.05	82.09	
2332a	1.70	1.15	0.500	2.768	978.83	-10.48	
2333a	1.23	1.10	0.249	1.473	379.87	-74.05	
2333b	1.43	1.07	0.080	2.369	775.19	-76.78	
2333c	0.80	0.90	0.062	0.079	4.68	-22.04	
2333d	1.70	1.19	0.289	0.018	0.50	-61.93	
2334a	0.68	0.89	0.016	2.259	686.09	72.14	
2335a	0.34	0.72	0.217	0.536	84.84	72.45	
2336a	1.99	1.17	0.119	0.466	72.35	-12.20	
2337a	0.53	0.86	0.315	1.514	371.08	15.20	
2337b	1.91	1.19	0.020	1.232	272.54	-19.29	
2337c	2.76	1.72	0.110	2.763	914.72	46.42	
2338a	1.23	1.03	0.463	0.010	0.25	39.99	
2338b	0.53	0.85	0.023	0.013	0.34	15.69	
2338c	1.70	1.18	0.046	2.864	1123.57	0.85	
2339a	2.29	1.18	0.229	0.642	112.97	-33.49	
2339b	1.22	1.06	0.077	0.591	99.81	19.21	
2339c	0.19	0.63	0.045	0.058	3.07	-72.26	
2340a	2.38	1.34	0.386	1.860	487.63	55.38	
2341a	2.66	1.27	0.019	0.038	1.44	13.30	
2342a	0.22	0.65	0.098	2.183	712.36	-78.88	
2343a	1.70	1.12	0.434	1.116	260.55	52.64	
2343b	0.43	0.79	0.412	0.009	0.18	22.67	
2344a	0.50	0.80	0.014	1.454	438.00	-20.06	
2344b	1.04	1.01	0.072	2.048	732.40	-52.28	
2344c	1.91	1.18	0.194	1.025	259.24	-0.29	
2345a	2.76	1.75	0.099	2.048	586.83	19.02	
2345b	0.68	0.92	0.119	0.010	0.20	-24.63	
2345c	0.24	0.68	0.174	2.424	755.57	15.10	
2346a	0.80	0.95	0.527	0.041	1.89	4.79	
2347a	0.35	0.73	0.291	0.678	126.97	71.19	
2348a	2.08	1.36	0.013	1.529	430.27	40.07	
2349a	0.56	0.84	0.013	2.866	962.01	11.21	
2350a	1.71	1.17	0.898	2.597	800.95	-80.20	
2351a	2.29	1.24	0.054	1.619	394.30	-58.81	
2352a	1.12	1.06	0.048	2.826	908.74	81.27	
2353a	1.00	1.03	0.062	0.044	1.76	42.23	
2353b	2.03	1.21	0.900	1.787	457.14	-48.80	
2353c	2.07	1.06	0.105	0.015	0.36	6.21	
2353d	0.26	0.68	0.091	0.085	4.76	26.14	
2353e	1.87	1.15	0.282	0.011	0.22	28.22	
2354a	0.47	0.83	0.047	0.064	3.30	2.84	
2355a	0.36	0.76	0.085	0.829	142.05	74.87	
2356a	2.79	1.72	0.063	0.218	22.22	77.10	
2357a	2.79	1.59	0.040	1.133	263.46	-43.19	
2357b	2.20	1.51	0.016	0.403	55.94	8.91	
2357c	2.36	1.57	0.437	0.018	0.52	66.57	
2358a	2.49	1.56	0.035	2.562	867.22	40.72	
2359a	0.13	0.55	0.116	0.864	160.75	20.68	
2359b	1.53	1.16	0.201	0.011	0.24	85.39	
2360a	0.84	0.93	0.022	0.011	0.25	1.94	
2361a	1.02	0.98	0.079	0.269	30.02	-36.58	
2361b	1.69	1.12	0.028	0.016	0.44	72.29	
2361c	2.63	1.24	0.147	0.400	54.41	73.26	
2361d	0.35	0.77	0.015	1.458	378.08	-8.12	
2362a	1.09	1.01	0.063	0.104	6.71	4.27	
2362b	0.51	0.80	0.143	2.234	671.40	14.59	
2362c	1.76	1.16	0.607	0.300	32.97	30.27	
2362d	2.05	1.10	0.819	2.403	749.09	-46.75	
2363a	1.99	1.20	0.392	0.022	0.64	-32.97	
2364a	1.91	1.23	0.019	0.565	89.31	78.82	
2364b	2.92	1.59	0.059	0.018	0.49	46.79	
2364c	2.15	1.13	0.326	0.223	22.19	76.26	
2365a	0.78	0.92	0.049	2.948	1151.91	-36.40	
2366a	2.84	1.39	0.011	0.172	13.47	-29.23	
2366b	3.08	1.74	0.187	2.719	847.19	1.14	
2366c	1.50	1.09	0.727	1.020	194.62	8.28	
2367a	2.93	1.48	0.029	1.664	405.66	68.50	
2368a	0.34	0.73	0.014	2.373	773.02	-49.11	
2368b	2.27	1.29	0.807	0.015	0.39	67.09	
2368c	0.59	0.89	0.043	0.009	0.17	89.40	
2368d	2.60	1.36	0.032	2.591	881.74	-79.93	
2368e	1.78	1.18	0.070	0.442	62.05	-48.25	
2369a	3.09	1.81	0.572	0.079	4.73	74.77	
2370a	1.03	0.97	0.180	2.944	1073.39	68.17	
2371a	1.57	1.14	0.013	1.721	479.84	20.49	
2372a	1.75	1.16	0.882	0.029	0.99	-70.03	
2372b	1.39	1.10	0.230	1.265	288.78	-7.68	
2373a	2.52	1.68	0.025	0.158	13.08	-1.39	
2374a	1.20	1.06	0.084	0.129	9.37	25.41	
2375a	1.55	1.17	0.024	0.929	147.17	-80.84	
2376a	1.52	1.10	0.385	2.335	766.81	-74.85	
2377a	0.90	0.96	0.730	0.770	152.86	-77.36	
2378a	1.57	1.09	0.376	0.282	40.49	-10.67	
2379a	2.23	1.32	0.459	0.753	149.73	21.64	
2379b	2.31	1.29	0.021	0.094	6.58	-72.95	
2379c	0.84	0.96	0.137	0.889	191.78	-64.68	
2379d	1.31	1.04	0.035	1.367	366.13	-16.69	
2380a	1.91	1.24	0.017	0.058	4.27	-29.62	
2381a	0.58	0.88	0.144	2.886	1122.59	33.65	
2382a	2.36	1.14	0.442	1.936	552.19	-54.27	
2383a	0.89	0.93	0.228	1.700	507.62	47.55	
2384a	1.13	1.03	0.369	2.950	1054.69	40.17	
2385a	2.35	1.15	0.156	0.991	210.82	-29.89	
2385b	2.21	1.38	0.038	0.317	38.10	-33.68	
2385c	1.28	1.07	0.090	0.018	0.54	-9.77	
2385d	0.15	0.59	0.047	0.635	108.01	14.89	
2386a	2.63	1.44	0.450	2.051	605.20	13.24	
2387a	1.63	1.19	0.029	1.122	279.05	-69.51	
2388a	1.90	1.18	0.853	2.942	1155.52	80.06	
2389a	0.20	0.63	0.040	1.631	532.47	-76.26	
2389b	1.77	1.14	0.014	0.037	1.85	-55.63	
2390a	1.49	1.10	0.042	0.125	8.46	-39.23	
2390b	2.45	1.57	0.038	2.034	555.12	53.52	
2390c	0.39	0.78	0.240	0.065	3.20	73.13	
2391a	0.90	0.94	0.035	1.280	296.94	30.49	
2391b	2.61	1.33	0.081	0.938	186.37	5.97	
2391c	1.89	1.19	0.295	2.948	1037.74	65.18	
2391d	2.01	1.33	0.067	0.020	0.60	25.34	
2392a	1.93	1.22	0.099	0.325	41.63	-57.91	
2392b	0.83	0.94	0.481	0.083	5.37	20.09	
2392c	2.66	1.71	0.106	2.499	888.12	56.99	
2392d	1.17	1.03	0.017	2.218	742.76	-58.64	
2392e	0.74	0.91	0.048	0.009	0.21	-40.59	
2393a	1.89	1.21	0.258	0.017	0.41	70.05	
2394a	2.21	1.37	0.809	1.524	371.45	53.05	
2395a	1.10	1.07	0.731	0.184	16.46	-43.58	
2395b	2.66	1.58	0.111	0.362	45.36	-40.09	
2395c	0.22	0.67	0.051	0.009	0.17	-83.67	
2395d	0.74	0.89	0.308	2.531	838.36	-63.73	
2396a	1.71	1.19	0.015	0.190	15.59	52.60	
2396b	2.43	1.52	0.067	2.177	606.92	-50.69	
2396c	2.44	1.62	0.037	1.046	202.04	-33.61	
2397a	1.82	1.15	0.145	1.428	362.62	51.91	
2398a	1.29	1.07	0.132	0.011	0.24	-14.27	
2399a	1.59	1.13	0.013	2.117	647.90	-60.86	
2400a	0.24	0.66	0.064	0.359	40.69	16.99	
2401a	2.46	1.65	0.022	0.028	0.99	54.82	
2402a	0.85	0.93	0.078	0.010	0.19	-52.99	
2402b	2.16	1.43	0.225	1.578	370.94	24.74	
2403a	2.13	1.37	0.048	0.163	14.73	29.17	
2404a	0.62	0.88	0.633	2.709	1122.68	-1.89	
2405a	2.49	1.40	0.167	0.491	73.60	88.92	
2406a	2.64	1.68	0.337	0.017	0.43	18.56	
2407a	2.46	1.17	0.034	0.325	38.05	29.09	
2407b	1.25	1.03	0.045	0.044	1.89	-12.08	
2407c	1.56	1.16	0.022	0.016	0.41	-10.54	
2407d	1.28	1.04	0.259	2.889	1006.72	59.58	
2408a	2.52	1.33	0.012	2.400	762.62	-67.45	
2408b	0.45	0.80	0.017	0.029	1.02	20.69	
2409a	2.31	1.45	0.810	0.688	107.87	78.96	
2410a	1.95	1.20	0.039	1.456	363.90	-64.90	
2410b	2.15	1.10	0.021	2.724	931.18	-31.69	
2410c	1.44	1.14	0.014	1.060	225.99	-4.88	
2411a	0.22	0.68	0.013	0.007	0.11	1.56	
2411b	1.69	1.16	0.350	0.311	34.99	-80.85	
2411c	1.79	1.19	0.032	0.014	0.35	5.43	
2412a	1.95	1.20	0.311	0.013	0.35	58.78	
2413a	1.64	1.19	0.652	0.015	0.39	-44.39	
2413b	1.92	1.21	0.080	0.526	79.00	28.91	
2414a	1.17	1.07	0.026	0.152	15.11	41.72	
2414b	1.80	1.15	0.841	0.012	0.32	-23.76	
2415a	1.05	1.00	0.188	0.066	3.45	-33.70	
2415b	0.78	0.90	0.792	0.061	3.07	-6.84	
2415c	2.55	1.68	0.066	1.024	210.42	59.74	
2416a	1.66	1.13	0.663	2.274	703.13	-61.54	
2417a	2.23	1.47	0.032	0.016	0.34	37.33	
2418a	3.02	1.37	0.020	2.005	600.12	-17.77	
2418b	0.36	0.73	0.304	2.627	900.24	-62.96	
2419a	0.54	0.85	0.266	0.484	64.68	88.49	
2420a	2.28	1.24	0.032	2.175	591.05	-9.64	
2421a	2.94	1.63	0.011	0.100	6.87	18.15	
2422a	1.14	1.01	0.791	0.066	3.42	-44.95	
2423a	1.50	1.15	0.041	0.417	57.23	-89.43	
2423b	2.40	1.21	0.017	2.857	1026.35	-73.12	
2424a	0.86	0.96	0.033	2.952	1127.03	79.56	
2425a	2.25	1.37	0.057	0.016	0.45	51.61	
2425b	2.88	1.78	0.296	2.194	726.15	-48.70	
2425c	2.54	1.21	0.197	0.121	9.45	-41.56	
2425d	1.37	1.11	0.118	0.615	107.69	6.32	
2426a	2.17	1.32	0.126	2.351	805.68	-78.64	
2427a	2.88	1.63	0.430	0.070	4.18	-46.75	
2428a	0.11	0.54	0.034	0.049	2.40	-69.38	
2429a	2.50	1.60	0.032	0.056	2.49	-67.35	
2430a	1.43	1.07	0.013	2.943	1135.00	22.83	
2431a	1.35	1.11	0.034	0.219	20.46	-34.66	
2432a	2.45	1.30	0.022	0.013	0.30	-4.10	
2433a	1.26	1.05	0.046	0.390	46.88	-75.56	
2433b	1.70	1.17	0.015	0.395	47.64	-84.18	
2433c	2.49	1.49	0.034	2.138	600.83	-71.93	
2433d	2.46	1.53	0.239	0.028	0.88	69.77	
2434a	2.69	1.60	0.057	0.118	8.22	61.55	
2434b	2.30	1.32	0.034	1.018	208.51	88.49	
2434c	0.51	0.86	0.870	2.500	802.64	60.90	
2435a	1.28	1.08	0.070	1.784	483.82	-88.71	
2436a	1.96	1.22	0.020	0.018	0.49	29.53	
2437a	1.29	1.04	0.050	0.010	0.23	-32.11	
2438a	1.78	1.14	0.181	2.909	1136.15	-86.74	
2438b	2.44	1.62	0.084	0.023	0.79	-28.47	
2438c	2.87	1.67	0.249	1.157	285.12	80.88	
2439a	1.38	1.08	0.119	1.487	377.57	-38.32	
2440a	0.26	0.70	0.088	0.050	2.81	52.59	
2441a	2.75	1.79	0.590	0.017	0.45	23.54	
2441b	2.62	1.52	0.065	1.640	418.31	-18.36	
2441c	2.02	1.16	0.884	1.034	209.46	5.79	
2441d	2.20	1.47	0.292	0.016	0.39	-7.67	
2442a	2.59	1.24	0.033	0.036	1.41	73.01	
2442b	1.54	1.09	0.112	0.937	187.85	48.18	
2443a	2.65	1.64	0.052	1.750	497.56	-35.81	
2444a	1.27	1.09	0.753	1.238	354.75	65.93	
2445a	0.12	0.56	0.036	0.011	0.30	47.89	
2446a	2.53	1.46	0.012	0.436	57.01	26.75	
2447a	2.80	1.61	0.646	2.955	1031.53	11.10	
2448a	1.30	1.11	0.170	0.016	0.43	13.25	
2449a	0.45	0.78	0.025	0.311	36.03	-52.48	
2449b	2.72	1.44	0.181	0.107	7.25	-54.92	
2450a	0.44	0.77	0.021	2.875	909.55	-26.86	
2451a	0.49	0.79	0.527	0.408	53.03	-66.62	
2452a	0.79	0.93	0.212	2.837	965.49	-19.72	
2453a	1.02	0.99	0.013	0.012	0.30	69.40	
2453b	2.38	1.54	0.770	0.610	106.47	22.43	
2453c	0.67	0.91	0.139	0.011	0.26	-23.25	
2454a	1.24	1.10	0.819	0.650	122.33	-68.08	
2455a	1.74	1.16	0.863	1.420	345.24	8.50	
2456a	0.39	0.75	0.077	0.185	21.39	59.38	
2456b	0.77	0.93	0.398	2.881	1312.23	-15.21	
2457a	1.55	1.14	0.336	0.953	215.87	-41.90	
2458a	0.87	0.97	0.165	2.222	704.04	-40.27	
2459a	0.76	0.93	0.071	1.884	584.98	-73.10	
2460a	1.13	1.03	0.713	1.521	384.83	-82.77	
2461a	1.68	1.16	0.068	0.750	120.58	-25.07	
2462a	1.09	1.04	0.350	2.169	639.50	88.67	
2463a	1.98	1.20	0.018	0.015	0.40	17.74	
2464a	1.99	1.25	0.037	0.369	42.30	-9.25	
2465a	1.22	1.05	0.033	0.024	0.67	-44.79	
2466a	2.42	1.48	0.018	2.914	947.71	13.67	
2467a	1.25	1.08	0.033	0.010	0.22	-72.10	
2468a	2.52	1.21	0.038	0.030	1.12	-68.70	
2469a	0.81	0.97	0.065	0.150	11.98	-9.60	
2470a	3.10	1.78	0.164	0.048	2.21	3.66	
2471a	0.83	0.98	0.042	0.011	0.25	-67.79	
2472a	0.41	0.79	0.015	2.783	986.87	73.01	
2472b	0.36	0.76	0.055	0.369	47.71	-16.30	
2473a	1.40	1.14	0.039	0.179	15.29	-57.77	
2474a	1.15	1.04	0.115	2.934	1143.76	-9.00	
2475a	1.84	1.22	0.178	0.142	11.76	-87.79	
2476a	0.64	0.91	0.397	2.944	1062.32	-8.74	
2477a	2.10	1.13	0.876	2.824	977.72	-11.16	
2478a	1.04	0.97	0.068	1.604	434.20	-85.38	
2479a	0.56	0.84	0.133	2.084	715.94	-18.24	
2479b	0.87	0.96	0.042	0.078	5.16	-32.53	
2479c	0.55	0.82	0.091	0.119	9.72	-38.75	
2480a	1.85	1.22	0.029	0.712	129.12	86.58	
2481a	1.88	1.21	0.013	2.782	991.74	69.87	
2482a	1.43	1.14	0.011	0.107	7.36	21.38	
2482b	2.56	1.35	0.097	0.076	4.35	-51.94	
2482c	2.72	1.28	0.055	2.702	929.39	14.84	
2482d	1.89	1.20	0.041	2.810	985.36	26.24	
2483a	0.81	0.96	0.023	2.663	891.22	37.55	
2484a	0.96	1.00	0.124	0.048	2.09	-54.64	
2484b	0.11	0.53	0.086	0.931	175.75	-40.23	
2484c	0.38	0.77	0.193	1.908	515.32	13.79	
2485a	1.40	1.10	0.587	0.201	18.16	-24.57	
2485b	2.05	1.32	0.086	0.014	0.32	-68.62	
2486a	0.41	0.79	0.077	1.520	355.48	9.31	
2487a	2.69	1.62	0.067	2.068	586.79	-13.55	
2487b	2.09	1.34	0.072	2.391	729.75	1.83	
2487c	2.79	1.75	0.045	0.815	145.22	61.48	
2488a	0.29	0.69	0.017	2.795	935.21	-38.22	
