ID	Mass	[Fe/H]	Radius	Type	Teff	Tms	Nplan	
0	1.0	1.0	1.0	G	5700	10	5	
1621	0.93	0.09	0.97	G	5301	12.432	1
1622	0.93	0.09	0.97	G	5301	12.432	1
1623	0.97	0.20	0.99	G	5540	10.889	1
1624	0.97	0.20	0.99	G	5540	10.889	3
1625	0.97	0.20	0.99	G	5540	10.889	1
1626	0.84	-0.19	0.93	G	4788	16.872	4
1627	1.14	0.08	1.06	F	6497	6.750	1
1628	1.14	0.08	1.06	F	6497	6.750	1
1629	0.79	-0.05	0.90	K	4503	20.282	2
1630	0.79	-0.05	0.90	K	4503	20.282	1
1631	0.48	-0.28	0.73	K	2724	91.562	1
1632	0.85	-0.34	0.93	G	4845	16.283	1
1633	0.79	-0.13	0.90	K	4503	20.282	1
1634	0.79	-0.13	0.90	K	4503	20.282	1
1635	0.94	-0.13	0.97	G	5335	12.195	1
1636	0.94	-0.13	0.97	G	5335	12.195	1
1637	0.94	-0.13	0.97	G	5335	12.195	4
1638	0.84	0.01	0.93	G	4788	16.872	1
1639	0.84	0.01	0.93	G	4788	16.872	1
1640	0.85	0.01	0.93	G	4845	16.283	1
1641	0.85	0.01	0.93	G	4845	16.283	1
1642	0.85	0.01	0.93	G	4845	16.283	2
1643	0.93	-0.14	0.97	G	5301	12.432	1
1644	0.93	-0.14	0.97	G	5301	12.432	1
1645	0.93	-0.14	0.97	G	5301	12.432	1
1646	0.91	0.02	0.96	G	5198	13.183	4
1647	0.91	0.02	0.96	G	5198	13.183	1
1648	0.91	0.02	0.96	G	5198	13.183	1
1649	0.91	0.02	0.96	G	5198	13.183	1
1650	0.91	0.02	0.96	G	5198	13.183	1
1651	0.91	0.02	0.96	G	5198	13.183	1
1652	1.17	-0.28	1.07	F	6669	6.244	1
1653	0.98	-0.11	0.99	G	5586	10.625	1
1654	0.98	-0.11	0.99	G	5586	10.625	1
1655	0.98	-0.11	0.99	G	5586	10.625	1
1656	0.96	-0.21	0.98	G	5472	11.303	4
1657	0.94	-0.15	0.97	G	5358	12.040	1
1658	0.94	-0.15	0.97	G	5358	12.040	1
1659	0.94	-0.15	0.97	G	5358	12.040	1
1660	1.34	-0.15	1.13	F	7638	4.156	4
1661	0.97	0.11	0.99	G	5529	10.957	1
1662	0.97	0.11	0.99	G	5529	10.957	1
1663	0.94	-0.05	0.97	G	5358	12.040	4
1664	0.94	-0.05	0.97	G	5358	12.040	1
1665	0.77	-0.62	0.89	K	4389	21.904	1
1666	0.97	-0.29	0.99	G	5529	10.957	2
1667	0.72	-0.41	0.87	K	4104	26.792	1
1668	0.74	-0.31	0.88	K	4218	24.678	1
1669	0.86	-0.14	0.94	G	4902	15.722	4
1670	0.86	-0.14	0.94	G	4902	15.722	1
1671	0.86	-0.14	0.94	G	4902	15.722	4
1672	0.58	-0.01	0.79	K	3305	51.253	3
1673	0.58	-0.01	0.79	K	3305	51.253	1
1674	0.59	0.09	0.80	K	3363	48.690	1
1675	0.59	0.09	0.80	K	3363	48.690	2
1676	0.59	0.09	0.80	K	3363	48.690	3
1677	0.59	0.09	0.80	K	3363	48.690	1
1678	0.56	0.12	0.78	K	3192	56.942	3
1679	0.56	0.12	0.78	K	3192	56.942	5
1680	0.70	-0.08	0.86	K	3989	29.155	2
1681	0.70	-0.08	0.86	K	3989	29.155	4
1682	1.43	0.14	1.17	A	8151	3.420	1
1683	1.43	0.14	1.17	A	8151	3.420	1
1684	1.43	0.14	1.17	A	8151	3.420	1
1685	1.43	0.14	1.17	A	8151	3.420	1
1686	1.43	0.14	1.17	A	8151	3.420	2
1687	0.74	-0.02	0.88	K	4218	24.678	1
1688	0.74	-0.02	0.88	K	4218	24.678	1
1689	0.89	0.24	0.95	G	5073	14.185	1
1690	0.89	0.24	0.95	G	5073	14.185	1
1691	0.80	-0.03	0.91	K	4560	19.531	1
1692	0.80	-0.03	0.91	K	4560	19.531	1
1693	0.80	-0.03	0.91	K	4560	19.531	1
1694	0.80	-0.03	0.91	K	4560	19.531	1
1695	0.86	0.14	0.94	G	4902	15.722	1
1696	0.86	0.14	0.94	G	4902	15.722	1
1697	0.88	0.21	0.95	G	5038	14.476	1
1698	0.88	0.21	0.95	G	5038	14.476	2
1699	0.88	0.21	0.95	G	5038	14.476	1
1700	1.22	0.01	1.09	F	6954	5.507	1
1701	1.22	0.01	1.09	F	6954	5.507	1
1702	1.22	0.01	1.09	F	6954	5.507	1
1703	0.80	0.06	0.91	K	4560	19.531	1
1704	0.80	0.06	0.91	K	4560	19.531	3
1705	0.80	0.06	0.91	K	4560	19.531	1
1706	0.91	-0.16	0.96	G	5187	13.270	1
1707	0.52	-0.67	0.76	K	2964	71.120	1
1708	0.97	0.21	0.99	G	5529	10.957	1
1709	0.97	0.21	0.99	G	5529	10.957	1
1710	0.97	0.21	0.99	G	5529	10.957	1
1711	1.02	0.06	1.01	G	5814	9.423	2
1712	1.02	0.06	1.01	G	5814	9.423	1
1713	1.02	0.06	1.01	G	5814	9.423	4
1714	1.02	0.06	1.01	G	5814	9.423	4
1715	0.80	0.41	0.91	K	4560	19.531	3
1716	0.80	0.41	0.91	K	4560	19.531	1
1717	0.65	-0.21	0.83	K	3705	36.413	1
1718	0.88	-0.03	0.95	G	5016	14.674	1
1719	0.88	-0.03	0.95	G	5016	14.674	4
1720	0.87	0.14	0.94	G	4959	15.186	1
1721	0.87	0.14	0.94	G	4959	15.186	1
1722	1.32	-0.19	1.13	F	7524	4.348	1
1723	1.03	-0.31	1.01	G	5871	9.151	2
1724	0.99	0.11	1.00	G	5643	10.306	1
1725	0.99	0.11	1.00	G	5643	10.306	2
1726	0.56	0.03	0.78	K	3192	56.942	1
1727	0.56	0.03	0.78	K	3192	56.942	4
1728	0.56	0.03	0.78	K	3192	56.942	2
1729	0.98	0.02	0.99	G	5586	10.625	1
1730	0.98	0.02	0.99	G	5586	10.625	1
1731	0.65	0.41	0.83	K	3705	36.413	4
1732	0.65	0.41	0.83	K	3705	36.413	4
1733	0.79	-0.16	0.90	K	4503	20.282	1
1734	1.24	0.18	1.10	F	7068	5.245	1
1735	1.24	0.18	1.10	F	7068	5.245	2
1736	1.24	0.18	1.10	F	7068	5.245	1
1737	0.96	0.01	0.98	G	5472	11.303	1
1738	0.96	0.01	0.98	G	5472	11.303	1
1739	0.96	0.01	0.98	G	5472	11.303	1
1740	1.19	-0.32	1.08	F	6783	5.934	1
1741	1.23	-0.57	1.09	F	7011	5.374	1
1742	0.75	0.34	0.88	K	4275	23.704	1
1743	0.75	0.34	0.88	K	4275	23.704	1
1744	0.91	-0.17	0.96	G	5187	13.270	1
1745	0.98	0.01	0.99	G	5586	10.625	1
1746	0.98	0.01	0.99	G	5586	10.625	1
1747	1.09	-0.37	1.04	F	6213	7.722	3
1748	0.85	-0.06	0.93	G	4845	16.283	1
1749	0.85	-0.06	0.93	G	4845	16.283	2
1750	0.89	-0.22	0.95	G	5073	14.185	1
1751	1.08	0.05	1.03	F	6156	7.938	1
1752	1.08	0.05	1.03	F	6156	7.938	4
1753	1.08	0.05	1.03	F	6156	7.938	3
1754	1.00	0.00	1.00	G	5700	10.000	3
1755	1.00	0.00	1.00	G	5700	10.000	1
1756	1.03	0.07	1.01	G	5871	9.151	5
1757	1.03	0.07	1.01	G	5871	9.151	2
1758	0.88	0.08	0.95	G	5016	14.674	1
1759	0.88	0.08	0.95	G	5016	14.674	2
1760	0.88	0.08	0.95	G	5016	14.674	1
1761	0.88	0.08	0.95	G	5016	14.674	1
1762	0.88	0.08	0.95	G	5016	14.674	3
1763	1.01	0.13	1.00	G	5757	9.706	1
1764	1.01	0.13	1.00	G	5757	9.706	1
1765	0.65	-0.12	0.83	K	3705	36.413	1
1766	0.65	-0.12	0.83	K	3705	36.413	1
1767	0.65	-0.12	0.83	K	3705	36.413	3
1768	0.97	-0.05	0.99	G	5529	10.957	3
1769	0.97	-0.05	0.99	G	5529	10.957	1
1770	0.97	-0.05	0.99	G	5529	10.957	1
1771	0.97	-0.05	0.99	G	5529	10.957	1
1772	0.99	0.18	1.00	G	5643	10.306	1
1773	0.99	0.18	1.00	G	5643	10.306	1
1774	0.99	0.18	1.00	G	5643	10.306	1
1775	0.94	-0.24	0.97	G	5358	12.040	3
1776	0.91	-0.18	0.96	G	5187	13.270	2
1777	0.59	0.10	0.80	K	3363	48.690	1
1778	0.59	0.10	0.80	K	3363	48.690	1
1779	0.80	0.52	0.91	K	4560	19.531	1
1780	0.80	0.52	0.91	K	4560	19.531	4
1781	0.80	0.52	0.91	K	4560	19.531	1
1782	0.80	0.52	0.91	K	4560	19.531	1
1783	0.83	-0.07	0.92	G	4731	17.489	1
1784	0.83	-0.07	0.92	G	4731	17.489	1
1785	0.83	-0.07	0.92	G	4731	17.489	1
1786	0.82	0.15	0.92	G	4674	18.137	1
1787	0.82	0.15	0.92	G	4674	18.137	1
1788	0.82	0.15	0.92	G	4674	18.137	1
1789	0.82	0.15	0.92	G	4674	18.137	4
1790	0.78	0.16	0.90	K	4446	21.073	1
1791	0.78	0.16	0.90	K	4446	21.073	1
1792	1.21	-0.08	1.09	F	6897	5.645	1
1793	1.21	-0.08	1.09	F	6897	5.645	1
1794	1.21	-0.08	1.09	F	6897	5.645	1
1795	0.85	-0.30	0.93	G	4845	16.283	2
1796	1.06	-0.06	1.03	F	6042	8.396	2
1797	1.06	-0.06	1.03	F	6042	8.396	1
1798	1.23	0.08	1.09	F	7011	5.374	3
1799	1.23	0.08	1.09	F	7011	5.374	1
1800	0.90	-0.11	0.96	G	5130	13.717	1
1801	0.90	-0.11	0.96	G	5130	13.717	1
1802	1.02	0.16	1.01	G	5814	9.423	1
1803	1.02	0.16	1.01	G	5814	9.423	1
1804	0.78	-0.40	0.90	K	4446	21.073	3
1805	0.53	-0.48	0.76	K	3021	67.170	4
1806	0.95	0.26	0.98	G	5415	11.664	1
1807	0.95	0.26	0.98	G	5415	11.664	1
1808	1.05	0.14	1.02	F	5985	8.638	4
1809	1.05	0.14	1.02	F	5985	8.638	1
1810	1.29	0.49	1.12	F	7353	4.658	1
1811	1.29	0.49	1.12	F	7353	4.658	2
1812	1.29	0.49	1.12	F	7353	4.658	1
1813	0.58	0.00	0.79	K	3305	51.253	1
1814	0.58	0.00	0.79	K	3305	51.253	1
1815	0.91	-0.06	0.96	G	5187	13.270	1
1816	0.91	-0.06	0.96	G	5187	13.270	1
1817	1.09	-0.08	1.04	F	6213	7.722	4
1818	1.09	-0.08	1.04	F	6213	7.722	3
1819	0.86	-0.01	0.94	G	4902	15.722	1
1820	0.86	-0.01	0.94	G	4902	15.722	1
1821	0.87	-0.17	0.94	G	4959	15.186	2
1822	0.98	0.13	0.99	G	5586	10.625	1
1823	0.98	0.13	0.99	G	5586	10.625	1
1824	0.98	0.13	0.99	G	5586	10.625	1
1825	0.55	-0.04	0.77	K	3135	60.105	1
1826	0.55	-0.04	0.77	K	3135	60.105	1
1827	0.55	-0.04	0.77	K	3135	60.105	1
1828	0.98	-0.19	0.99	G	5586	10.625	1
1829	0.53	-0.57	0.76	K	3021	67.170	1
1830	0.78	-0.10	0.90	K	4446	21.073	1
1831	0.78	-0.10	0.90	K	4446	21.073	4
1832	0.51	-0.85	0.75	K	2907	75.386	2
1833	0.80	0.05	0.91	K	4560	19.531	1
1834	0.80	0.05	0.91	K	4560	19.531	2
1835	0.80	0.05	0.91	K	4560	19.531	1
1836	0.54	-0.47	0.77	K	3078	63.507	4
1837	1.00	-0.07	1.00	G	5700	10.000	1
1838	1.00	-0.07	1.00	G	5700	10.000	5
1839	1.00	-0.07	1.00	G	5700	10.000	1
1840	0.99	-0.11	1.00	G	5643	10.306	1
1841	0.99	-0.11	1.00	G	5643	10.306	3
1842	0.89	-0.40	0.95	G	5073	14.185	1
1843	0.96	-0.13	0.98	G	5472	11.303	4
1844	0.96	-0.13	0.98	G	5472	11.303	1
1845	1.10	-0.11	1.04	F	6270	7.513	1
1846	1.10	-0.11	1.04	F	6270	7.513	1
1847	1.10	-0.11	1.04	F	6270	7.513	4
1848	1.10	-0.11	1.04	F	6270	7.513	1
1849	0.84	-0.24	0.93	G	4788	16.872	1
1850	2.07	-0.07	1.37	A	11791	1.130	1
1851	2.11	-0.09	1.38	None	12027	1.065	3
1852	2.11	-0.09	1.38	None	12027	1.065	1
1853	0.94	-0.14	0.97	G	5358	12.040	1
1854	0.94	-0.14	0.97	G	5358	12.040	1
1855	0.94	-0.14	0.97	G	5358	12.040	1
1856	0.94	-0.14	0.97	G	5358	12.040	1
1857	1.13	-0.05	1.05	F	6440	6.931	1
1858	1.13	-0.05	1.05	F	6440	6.931	1
1859	1.13	-0.05	1.05	F	6440	6.931	1
1860	1.13	-0.05	1.05	F	6440	6.931	1
1861	1.04	-0.14	1.02	G	5928	8.890	1
1862	1.04	-0.14	1.02	G	5928	8.890	1
1863	0.90	-0.10	0.96	G	5130	13.717	1
1864	0.90	-0.10	0.96	G	5130	13.717	1
1865	0.59	-0.27	0.80	K	3363	48.690	1
1866	0.97	-0.03	0.99	G	5529	10.957	1
1867	0.97	-0.03	0.99	G	5529	10.957	3
1868	1.04	-0.07	1.02	G	5928	8.890	1
1869	1.04	-0.07	1.02	G	5928	8.890	1
1870	1.15	-0.04	1.06	F	6554	6.575	1
1871	1.15	-0.04	1.06	F	6554	6.575	1
1872	0.97	-0.09	0.99	G	5529	10.957	1
1873	0.97	-0.09	0.99	G	5529	10.957	1
1874	1.70	-0.34	1.25	A	9673	2.046	3
1875	1.03	-0.31	1.01	G	5871	9.151	1
1876	0.89	-0.13	0.95	G	5073	14.185	1
1877	0.89	-0.13	0.95	G	5073	14.185	1
1878	0.89	-0.13	0.95	G	5073	14.185	1
1879	0.79	-0.17	0.90	K	4503	20.282	1
1880	0.54	-0.19	0.77	K	3078	63.507	1
1881	0.65	-0.04	0.83	K	3705	36.413	1
1882	0.65	-0.04	0.83	K	3705	36.413	1
1883	0.65	-0.04	0.83	K	3705	36.413	1
1884	1.05	-0.05	1.02	F	5985	8.638	1
1885	1.05	-0.05	1.02	F	5985	8.638	1
1886	0.97	-0.33	0.99	G	5529	10.957	4
1887	0.78	0.05	0.90	K	4446	21.073	1
1888	0.78	0.05	0.90	K	4446	21.073	1
1889	0.78	0.05	0.90	K	4446	21.073	1
1890	0.95	-0.03	0.98	G	5415	11.664	1
1891	0.95	-0.03	0.98	G	5415	11.664	4
1892	1.07	-0.04	1.03	F	6099	8.163	1
1893	1.07	-0.04	1.03	F	6099	8.163	3
1894	1.07	-0.04	1.03	F	6099	8.163	1
1895	0.95	-0.12	0.98	G	5415	11.664	1
1896	0.95	-0.12	0.98	G	5415	11.664	1
1897	1.07	-0.14	1.03	F	6099	8.163	1
1898	1.07	-0.14	1.03	F	6099	8.163	1
1899	0.77	-0.72	0.89	K	4389	21.904	1
1900	1.23	0.30	1.09	F	7011	5.374	1
1901	1.23	0.30	1.09	F	7011	5.374	4
1902	1.23	0.30	1.09	F	7011	5.374	1
1903	1.20	-0.03	1.08	F	6840	5.787	3
1904	1.20	-0.03	1.08	F	6840	5.787	1
1905	0.99	-0.05	1.00	G	5643	10.306	4
1906	0.99	-0.05	1.00	G	5643	10.306	4
1907	1.05	-0.08	1.02	F	5985	8.638	1
1908	1.05	-0.08	1.02	F	5985	8.638	1
1909	0.75	0.25	0.88	K	4275	23.704	2
1910	0.75	0.25	0.88	K	4275	23.704	1
1911	0.71	-0.49	0.86	K	4047	27.940	1
1912	0.54	0.21	0.77	K	3078	63.507	1
1913	0.54	0.21	0.77	K	3078	63.507	1
1914	0.80	-0.32	0.91	G	4577	19.313	2
1915	0.94	-0.12	0.97	G	5358	12.040	1
1916	0.94	-0.12	0.97	G	5358	12.040	1
1917	0.94	-0.22	0.97	G	5358	12.040	2
1918	1.15	-0.14	1.06	F	6554	6.575	1
1919	1.15	-0.14	1.06	F	6554	6.575	1
1920	1.15	-0.14	1.06	F	6554	6.575	1
1921	0.87	-0.27	0.94	G	4959	15.186	4
1922	0.84	-0.44	0.93	G	4788	16.872	1
1923	0.89	-0.20	0.95	G	5073	14.185	1
1924	1.05	-0.15	1.02	F	5985	8.638	1
1925	0.88	-0.50	0.95	G	5016	14.674	3
1926	0.96	0.55	0.98	G	5472	11.303	1
1927	0.96	0.55	0.98	G	5472	11.303	1
1928	1.08	-0.04	1.03	F	6156	7.938	1
1929	1.08	-0.04	1.03	F	6156	7.938	1
1930	0.95	-0.16	0.98	G	5409	11.700	1
1931	1.05	-0.14	1.02	F	5985	8.638	1
1932	1.05	-0.14	1.02	F	5985	8.638	1
1933	0.80	-0.31	0.91	K	4560	19.531	1
1934	0.67	-0.16	0.84	K	3819	33.249	2
1935	0.76	-0.57	0.89	K	4332	22.780	1
1936	1.09	-0.03	1.04	F	6213	7.722	1
1937	1.09	-0.03	1.04	F	6213	7.722	1
1938	0.74	-0.23	0.88	K	4218	24.678	1
1939	1.03	-0.23	1.01	G	5871	9.151	1
1940	0.59	-0.33	0.80	K	3363	48.690	1
1941	0.78	-0.19	0.90	K	4446	21.073	1
1942	1.10	-0.29	1.04	F	6270	7.513	1
1943	0.67	-0.54	0.84	K	3819	33.249	1
1944	1.22	0.02	1.09	F	6954	5.507	1
1945	1.22	0.02	1.09	F	6954	5.507	1
1946	1.13	-0.30	1.05	F	6440	6.931	1
1947	1.32	-0.22	1.13	F	7524	4.348	1
1948	1.11	-0.13	1.05	F	6327	7.312	1
1949	1.11	-0.13	1.05	F	6327	7.312	3
1950	0.53	-0.16	0.76	K	3021	67.170	1
1951	0.81	-0.13	0.91	G	4617	18.817	1
1952	0.81	-0.13	0.91	G	4617	18.817	1
1953	1.22	0.17	1.09	F	6971	5.467	3
1954	1.48	0.10	1.18	A	8436	3.085	1
1955	1.07	0.18	1.03	F	6099	8.163	1
1956	1.07	0.18	1.03	F	6099	8.163	1
1957	1.08	-0.20	1.03	F	6156	7.938	1
1958	0.92	0.08	0.96	G	5244	12.842	1
1959	0.94	-0.09	0.97	G	5358	12.040	1
1960	1.30	0.09	1.12	F	7410	4.552	1
1961	1.17	0.27	1.07	F	6651	6.292	1
1962	0.98	-0.05	0.99	G	5586	10.625	1
1963	0.98	-0.05	0.99	G	5586	10.625	1
1964	0.13	-0.48	0.42	M	741	4551.661	3
1965	0.99	0.27	1.00	G	5643	10.306	2
1966	0.79	-0.25	0.91	K	4525	19.977	2
1967	1.15	0.23	1.06	F	6554	6.575	1
1968	1.07	0.26	1.03	F	6099	8.163	1
1969	1.01	0.44	1.00	G	5757	9.706	1
1970	1.01	0.44	1.00	G	5757	9.706	1
1971	1.32	0.33	1.13	F	7524	4.348	1
1972	1.17	0.20	1.07	F	6646	6.308	3
1973	1.17	0.20	1.07	F	6646	6.308	4
1974	1.07	0.07	1.03	F	6104	8.140	3
1975	1.07	0.07	1.03	F	6104	8.140	1
1976	1.07	0.07	1.03	F	6104	8.140	1
1977	1.35	-0.02	1.14	F	7695	4.064	1
1978	1.35	-0.02	1.14	F	7695	4.064	1
1979	2.82	-0.01	1.56	None	16073	0.446	1
1980	1.20	0.25	1.08	F	6828	5.816	1
1981	1.54	-0.18	1.20	A	8766	2.749	4
1982	0.73	0.01	0.87	K	4155	25.812	1
1983	0.73	0.01	0.87	K	4155	25.812	1
1984	0.71	0.00	0.86	K	4029	28.297	1
1985	0.54	0.16	0.77	K	3100	62.116	1
1986	0.88	0.02	0.95	G	5038	14.476	1
1987	1.19	0.26	1.08	F	6783	5.934	1
1988	0.57	-0.30	0.79	K	3277	52.601	1
1989	0.57	-0.57	0.79	K	3260	53.433	1
1990	0.61	-0.37	0.81	K	3471	44.274	2
1991	0.74	-0.01	0.88	K	4206	24.879	1
1992	0.76	-0.55	0.89	K	4320	22.961	1
1993	0.18	0.19	0.48	M	1026	1714.678	2
1994	0.18	0.19	0.48	M	1026	1714.678	3
1995	0.18	0.19	0.48	M	1026	1714.678	1
1996	0.22	-0.30	0.52	M	1254	939.144	1
1997	1.00	0.07	1.00	G	5700	10.000	1
1998	0.59	0.08	0.80	K	3363	48.690	3
1999	1.35	-0.34	1.14	F	7672	4.101	3
2000	1.04	0.21	1.02	G	5910	8.967	1
2001	1.03	0.32	1.01	G	5859	9.205	1
2002	1.03	0.32	1.01	G	5859	9.205	2
2003	0.98	-0.50	0.99	G	5586	10.625	1
2004	1.04	-0.16	1.02	G	5928	8.890	2
2005	1.01	-0.04	1.00	G	5757	9.706	1
2006	0.90	0.41	0.96	G	5141	13.626	3
2007	0.90	0.41	0.96	G	5141	13.626	1
2008	0.98	0.04	0.99	G	5586	10.625	2
2009	0.87	-0.28	0.94	G	4959	15.186	3
2010	1.21	0.19	1.09	F	6897	5.645	2
2011	1.23	0.09	1.09	F	7011	5.374	1
2012	1.04	-0.01	1.02	G	5928	8.890	1
2013	1.04	-0.01	1.02	G	5928	8.890	1
2014	1.05	0.06	1.02	F	5985	8.638	1
2015	0.96	0.10	0.98	G	5472	11.303	1
2016	1.14	0.14	1.06	F	6497	6.750	1
2017	1.40	0.04	1.16	F	7979	3.644	2
2018	1.49	0.07	1.19	A	8493	3.023	4
2019	0.85	0.16	0.93	G	4845	16.283	1
2020	1.06	0.12	1.03	F	6042	8.396	1
2021	0.99	-0.01	1.00	G	5643	10.306	1
2022	0.86	0.21	0.94	G	4902	15.722	1
2023	1.03	0.04	1.01	G	5871	9.151	1
2024	0.87	-0.04	0.94	G	4959	15.186	2
2025	0.85	-0.03	0.93	G	4845	16.283	1
2026	0.86	-0.02	0.94	G	4902	15.722	2
2027	0.88	0.17	0.95	G	5016	14.674	1
2028	0.88	0.17	0.95	G	5016	14.674	1
2029	0.88	0.17	0.95	G	5016	14.674	1
2030	0.88	0.17	0.95	G	5016	14.674	1
2031	1.25	0.11	1.10	F	7125	5.120	1
2032	1.01	0.03	1.00	G	5757	9.706	2
2033	0.75	-0.13	0.88	K	4275	23.704	4
2034	1.28	0.09	1.11	F	7296	4.768	3
2035	0.96	-0.10	0.98	G	5472	11.303	1
2036	1.07	0.04	1.03	F	6099	8.163	1
2037	0.79	-0.04	0.90	K	4503	20.282	1
2038	0.91	0.00	0.96	G	5187	13.270	1
2039	0.91	0.00	0.96	G	5187	13.270	1
2040	1.07	0.03	1.03	F	6099	8.163	1
2041	0.82	0.00	0.92	G	4674	18.137	3
2042	1.08	-0.02	1.03	F	6156	7.938	1
2043	1.04	0.37	1.02	G	5928	8.890	1
2044	0.94	0.07	0.97	G	5358	12.040	3
2045	1.36	0.11	1.14	F	7752	3.975	1
2046	1.10	0.02	1.04	F	6270	7.513	1
2047	0.86	-0.07	0.94	G	4902	15.722	3
2048	0.86	-0.03	0.94	G	4902	15.722	1
2049	1.09	0.24	1.04	F	6213	7.722	2
2050	0.98	-0.04	0.99	G	5586	10.625	1
2051	0.87	0.00	0.94	G	4959	15.186	1
2052	1.37	0.04	1.15	F	7831	3.855	1
2053	1.02	0.03	1.01	G	5814	9.423	1
2054	1.03	-0.03	1.01	G	5871	9.151	2
2055	1.15	0.05	1.06	F	6554	6.575	2
2056	1.01	0.09	1.00	G	5757	9.706	1
2057	0.33	-0.31	0.62	M	1881	278.265	1
2058	0.55	-0.19	0.77	K	3135	60.105	1
2059	1.19	0.09	1.08	F	6783	5.934	1
2060	1.16	0.06	1.07	F	6611	6.407	2
2061	1.16	0.18	1.07	F	6611	6.407	3
2062	1.10	0.01	1.04	F	6270	7.513	1
2063	0.91	-0.35	0.96	G	5187	13.270	3
2064	1.00	0.01	1.00	G	5700	10.000	1
2065	1.17	0.22	1.07	F	6669	6.244	1
2066	1.02	-0.01	1.01	G	5814	9.423	2
2067	1.28	0.36	1.11	F	7296	4.768	1
2068	0.90	0.08	0.96	G	5130	13.717	4
2069	1.62	0.01	1.23	A	9234	2.352	1
2070	0.95	-0.06	0.98	G	5415	11.664	4
2071	0.96	-0.23	0.98	G	5472	11.303	1
2072	0.89	0.01	0.95	G	5073	14.185	1
2073	1.10	-0.03	1.04	F	6270	7.513	1
2074	1.10	-0.03	1.04	F	6270	7.513	1
2075	1.34	0.25	1.13	F	7638	4.156	1
2076	1.54	0.41	1.20	A	8778	2.738	1
2077	0.93	-0.03	0.97	G	5301	12.432	1
2078	1.09	0.02	1.04	F	6213	7.722	1
2079	1.09	0.02	1.04	F	6213	7.722	1
2080	0.95	0.11	0.98	G	5415	11.664	1
2081	1.15	0.34	1.06	F	6554	6.575	4
2082	1.28	0.03	1.11	F	7296	4.768	1
2083	1.01	0.02	1.00	G	5757	9.706	3
2084	1.07	-0.10	1.03	F	6099	8.163	5
2085	1.07	-0.10	1.03	F	6099	8.163	2
2086	0.97	-0.08	0.99	G	5529	10.957	1
2087	0.78	-0.03	0.90	K	4446	21.073	1
2088	0.87	0.00	0.94	G	4959	15.186	1
2089	0.78	0.01	0.90	K	4446	21.073	1
2090	1.05	0.01	1.02	F	5985	8.638	1
2091	1.18	0.13	1.07	F	6726	6.086	1
2092	0.92	0.00	0.96	G	5244	12.842	1
2093	1.07	0.23	1.03	F	6099	8.163	1
2094	0.96	-0.05	0.98	G	5472	11.303	1
2095	1.05	-0.01	1.02	F	5973	8.688	1
2096	1.05	-0.01	1.02	F	5973	8.688	1
2097	1.02	-0.10	1.01	G	5814	9.423	1
2098	1.41	0.07	1.16	A	8036	3.567	1
2099	0.93	0.02	0.97	G	5301	12.432	1
2100	0.70	-0.19	0.86	K	3989	29.155	1
2101	1.16	0.02	1.07	F	6611	6.407	1
2102	1.04	0.03	1.02	G	5928	8.890	3
2103	1.11	0.14	1.05	F	6327	7.312	2
2104	0.78	0.01	0.90	K	4446	21.073	1
2105	0.93	0.00	0.97	G	5301	12.432	1
2106	0.88	-0.03	0.95	G	5016	14.674	1
2107	0.88	-0.03	0.95	G	5016	14.674	1
2108	0.87	-0.02	0.94	G	4959	15.186	1
2109	0.65	-0.09	0.83	K	3705	36.413	1
2110	1.03	0.01	1.01	G	5871	9.151	3
2111	0.92	0.21	0.96	G	5244	12.842	1
2112	0.92	0.21	0.96	G	5244	12.842	1
2113	0.93	0.14	0.97	G	5301	12.432	3
2114	1.03	0.00	1.01	G	5871	9.151	4
2115	1.00	0.03	1.00	G	5700	10.000	1
2116	1.11	0.02	1.05	F	6327	7.312	4
2117	0.85	-0.06	0.93	G	4845	16.283	1
2118	0.96	0.03	0.98	G	5472	11.303	3
2119	1.32	0.20	1.13	F	7524	4.348	1
2120	1.32	0.20	1.13	F	7524	4.348	1
2121	1.32	0.20	1.13	F	7524	4.348	1
2122	0.34	-0.39	0.63	M	1938	254.427	3
2123	0.96	0.02	0.98	G	5472	11.303	1
2124	0.96	0.02	0.98	G	5472	11.303	1
2125	0.93	-0.04	0.97	G	5301	12.432	1
2126	0.80	-0.08	0.91	K	4560	19.531	1
2127	0.95	-0.01	0.98	G	5415	11.664	1
2128	0.98	-0.02	0.99	G	5586	10.625	1
2129	0.83	-0.01	0.92	G	4731	17.489	1
2130	0.84	0.00	0.93	G	4788	16.872	1
2131	0.55	0.11	0.77	K	3135	60.105	1
2132	0.95	0.01	0.98	G	5415	11.664	1
2133	0.93	0.06	0.97	G	5301	12.432	5
2134	0.93	0.01	0.97	G	5301	12.432	2
2135	0.83	-0.10	0.92	G	4731	17.489	1
2136	0.99	0.02	1.00	G	5643	10.306	1
2137	0.95	-0.01	0.98	G	5415	11.664	1
2138	0.97	0.00	0.99	G	5529	10.957	4
2139	0.99	0.09	1.00	G	5643	10.306	1
2140	0.78	-0.14	0.90	K	4446	21.073	1
2141	0.87	-0.03	0.94	G	4959	15.186	2
2142	0.99	0.13	1.00	G	5643	10.306	1
2143	0.67	-0.06	0.84	K	3819	33.249	2
2144	1.00	0.03	1.00	G	5700	10.000	5
2145	0.93	0.01	0.97	G	5301	12.432	2
